ID,YEAR,MONTH,ELEMENT,VALUE1,MFLAG1,QFLAG1,SFLAG1,VALUE2,MFLAG2,QFLAG2,SFLAG2,VALUE3,MFLAG3,QFLAG3,SFLAG3,VALUE4,MFLAG4,QFLAG4,SFLAG4,VALUE5,MFLAG5,QFLAG5,SFLAG5,VALUE6,MFLAG6,QFLAG6,SFLAG6,VALUE7,MFLAG7,QFLAG7,SFLAG7,VALUE8,MFLAG8,QFLAG8,SFLAG8,VALUE9,MFLAG9,QFLAG9,SFLAG9,VALUE10,MFLAG10,QFLAG10,SFLAG10,VALUE11,MFLAG11,QFLAG11,SFLAG11,VALUE12,MFLAG12,QFLAG12,SFLAG12,VALUE13,MFLAG13,QFLAG13,SFLAG13,VALUE14,MFLAG14,QFLAG14,SFLAG14,VALUE15,MFLAG15,QFLAG15,SFLAG15,VALUE16,MFLAG16,QFLAG16,SFLAG16,VALUE17,MFLAG17,QFLAG17,SFLAG17,VALUE18,MFLAG18,QFLAG18,SFLAG18,VALUE19,MFLAG19,QFLAG19,SFLAG19,VALUE20,MFLAG20,QFLAG20,SFLAG20,VALUE21,MFLAG21,QFLAG21,SFLAG21,VALUE22,MFLAG22,QFLAG22,SFLAG22,VALUE23,MFLAG23,QFLAG23,SFLAG23,VALUE24,MFLAG24,QFLAG24,SFLAG24,VALUE25,MFLAG25,QFLAG25,SFLAG25,VALUE26,MFLAG26,QFLAG26,SFLAG26,VALUE27,MFLAG27,QFLAG27,SFLAG27,VALUE28,MFLAG28,QFLAG28,SFLAG28,VALUE29,MFLAG29,QFLAG29,SFLAG29,VALUE30,MFLAG30,QFLAG30,SFLAG30,VALUE31,MFLAG31,QFLAG31,SFLAG31
USC00200230,1966,7,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00200230,1966,8,TMAX,311,,,0,267,,,0,261,,,0,294,,,0,317,,,0,322,,,0,311,,,0,328,,,0,294,,,0,239,,,0,239,,,0,239,,,0,233,,,0,222,,,0,289,,,0,278,,,0,300,,,0,311,,,0,300,,,0,261,,,0,256,,,0,239,,,0,228,,,0,222,,,0,217,,,0,283,,,0,289,,,0,289,,,0,289,,,0,294,,,0,311,,,0
USC00200230,1966,8,TMIN,167,,,0,178,,,0,117,,,0,139,,,0,150,,,0,172,,,0,178,,,0,200,,,0,156,,,0,150,,,0,133,,,0,128,,,0,128,,,0,156,,,0,178,,,0,161,,,0,144,,,0,183,,,0,150,,,0,117,,,0,161,,,0,200,,,0,128,,,0,106,,,0,111,,,0,144,,,0,167,,,0,189,,,0,200,,,0,194,,,0,189,,,0
USC00200230,1966,8,TOBS,267,,,0,211,,,0,250,,,0,283,,,0,294,,,0,311,,,0,300,,,0,294,,,0,239,,,0,183,,,0,189,,,0,222,,,0,222,,,0,211,,,0,278,,,0,239,,,0,294,,,0,300,,,0,256,,,0,256,,,0,222,,,0,228,,,0,178,,,0,206,,,0,206,,,0,267,,,0,278,,,0,289,,,0,278,,,0,289,,,0,300,,,0
USC00200230,1966,8,PRCP,0,T,,0,64,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,15,,,0,41,,,0,185,,,0,0,,,0,0,,,0,41,,,0,0,T,,0,323,,,0,0,,,0,0,,,0,0,,,0,0,,,0,51,,,0,127,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,8,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,8,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,8,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00200230,1966,9,TMAX,311,,,0,311,,,0,300,,,0,267,,,0,217,,,0,211,,,0,244,,,0,256,,,0,272,,,0,267,,,0,294,,,0,289,,,0,267,,,0,239,,,0,217,,,0,206,,,0,233,,,0,261,,,0,256,,,0,222,,,0,178,,,0,200,,,0,183,,,0,178,,,0,178,,,0,189,,,0,172,,,0,167,,,0,161,,,0,128,,,0,-9999,,,
USC00200230,1966,9,TMIN,206,,,0,211,,,0,211,,,0,200,,,0,133,,,0,100,,,0,111,,,0,122,,,0,122,,,0,139,,,0,150,,,0,156,,,0,167,,,0,156,,,0,78,,,0,61,,,0,100,,,0,111,,,0,139,,,0,128,,,0,139,,,0,139,,,0,78,,,0,67,,,0,94,,,0,56,,,0,100,,,0,72,,,0,111,,,0,67,,,0,-9999,,,
USC00200230,1966,9,TOBS,300,,,0,300,,,0,228,,,0,217,,,0,178,,,0,200,,,0,228,,,0,239,,,0,244,,,0,250,,,0,278,,,0,267,,,0,239,,,0,217,,,0,161,,,0,200,,,0,222,,,0,256,,,0,222,,,0,144,,,0,167,,,0,183,,,0,167,,,0,161,,,0,156,,,0,156,,,0,156,,,0,161,,,0,122,,,0,106,,,0,-9999,,,
USC00200230,1966,9,PRCP,0,,,0,0,,,0,366,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,58,,,0,43,,,0,20,,,0,51,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,117,,,0,13,,,0,-9999,,,
USC00200230,1966,9,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00200230,1966,9,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,-9999,,,
USC00200230,1966,9,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00200230,1966,10,TMAX,139,,,0,156,,,0,189,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,144,,,0,167,,,0,172,,,0,228,,,0,228,,,0,100,,,0,100,,,0,89,,,0,78,,,0,133,,,0,167,,,0,161,,,0,144,,,0,133,,,0,122,,,0,139,,,0,156,,,0,222,,,0,200,,,0,56,,,0,144,,,0
USC00200230,1966,10,TMIN,56,,,0,44,,,0,56,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,78,,,0,39,,,0,106,,,0,156,,,0,100,,,0,50,,,0,44,,,0,-9999,,,,44,,,0,22,,,0,28,,,0,67,,,0,44,,,0,33,,,0,-22,,,0,-6,,,0,22,,,0,44,,,0,44,,,0,-17,,,0,33,,,0
USC00200230,1966,10,TOBS,117,,,0,144,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,144,,,0,117,,,0,156,,,0,167,,,0,228,,,0,100,,,0,72,,,0,89,,,0,56,,,0,78,,,0,128,,,0,161,,,0,144,,,0,133,,,0,78,,,0,78,,,0,111,,,0,133,,,0,200,,,0,56,,,0,50,,,0,139,,,0
USC00200230,1966,10,PRCP,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,94,,,0,0,,,0,0,,,0,0,,,0,0,,,0,109,,,0,13,,,0,0,,,0,0,T,,0,15,,,0,20,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,10,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,10,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,10,WT03,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,1,,,0,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,,-9999,,,
USC00200230,1966,11,TMAX,139,,,0,44,,,0,39,,,0,56,,,0,56,,,0,67,,,0,133,,,0,189,,,0,172,,,0,172,,,0,50,,,0,78,,,0,89,,,0,83,,,0,78,,,0,144,,,0,139,,,0,128,,,0,28,,,0,33,,,0,111,,,0,128,,,0,150,,,0,150,,,0,144,,,0,106,,,0,161,,,0,89,,,0,11,,,0,28,,,0,-9999,,,
USC00200230,1966,11,TMIN,28,,,0,-11,,,0,-6,,,0,-17,,,0,-6,,,0,44,,,0,56,,,0,106,,,0,83,,,0,50,,,0,39,,,0,17,,,0,-6,,,0,28,,,0,-11,,,0,33,,,0,72,,,0,28,,,0,0,,,0,-17,,,0,-11,,,0,22,,,0,72,,,0,111,,,0,78,,,0,17,,,0,72,,,0,-17,,,0,-44,,,0,-22,,,0,-9999,,,
USC00200230,1966,11,TOBS,44,,,0,-6,,,0,33,,,0,56,,,0,39,,,0,56,,,0,106,,,0,122,,,0,172,,,0,50,,,0,39,,,0,50,,,0,50,,,0,56,,,0,67,,,0,133,,,0,128,,,0,28,,,0,22,,,0,33,,,0,100,,,0,122,,,0,139,,,0,133,,,0,78,,,0,78,,,0,89,,,0,-17,,,0,-11,,,0,11,,,0,-9999,,,
USC00200230,1966,11,PRCP,0,,,0,81,,,0,191,,,0,0,T,,0,38,,,0,0,,,0,0,,,0,0,,,0,102,,,0,30,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,91,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,43,,,0,0,T,,0,91,,,0,18,,,0,89,,,0,0,,,0,-9999,,,
USC00200230,1966,11,SNOW,0,,,0,76,,,0,191,,,0,0,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,25,,,0,89,,,0,0,,,0,-9999,,,
USC00200230,1966,11,SNWD,0,,,0,76,,,0,254,,,0,152,,,0,127,,,0,76,,,0,25,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,76,,,0,76,,,0,-9999,,,
USC00200230,1966,12,TMAX,11,,,0,-89,,,0,-33,,,0,-33,,,0,17,,,0,78,,,0,133,,,0,172,,,0,144,,,0,39,,,0,-28,,,0,-11,,,0,-17,,,0,-33,,,0,22,,,0,22,,,0,50,,,0,39,,,0,-6,,,0,-6,,,0,11,,,0,0,,,0,-50,,,0,-28,,,0,-44,,,0,-39,,,0,-17,,,0,11,,,0,11,,,0,-39,,,0,0,,,0
USC00200230,1966,12,TMIN,-106,,,0,-144,,,0,-150,,,0,-111,,,0,-50,,,0,17,,,0,78,,,0,128,,,0,39,,,0,-33,,,0,-61,,,0,-72,,,0,-78,,,0,-72,,,0,-67,,,0,-6,,,0,-17,,,0,-6,,,0,-83,,,0,-39,,,0,-33,,,0,-67,,,0,-111,,,0,-78,,,0,-78,,,0,-72,,,0,-61,,,0,-78,,,0,-56,,,0,-89,,,0,-94,,,0
USC00200230,1966,12,TOBS,-106,,,0,-117,,,0,-67,,,0,-50,,,0,17,,,0,78,,,0,133,,,0,144,,,0,39,,,0,-28,,,0,-28,,,0,-33,,,0,-33,,,0,-44,,,0,6,,,0,6,,,0,39,,,0,-6,,,0,-39,,,0,-11,,,0,0,,,0,-67,,,0,-61,,,0,-44,,,0,-56,,,0,-44,,,0,-56,,,0,11,,,0,-44,,,0,-78,,,0,0,,,0
USC00200230,1966,12,PRCP,0,T,,0,3,,,0,0,,,0,0,,,0,69,,,0,168,,,0,206,,,0,244,,,0,18,,,0,188,,,0,8,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,T,,0,0,,,0,0,,,0,140,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,89,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,12,SNOW,0,T,,0,3,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,152,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,T,,0,0,,,0,0,,,0,140,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,76,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1966,12,SNWD,51,,,0,51,,,0,51,,,0,51,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,152,,,0,102,,,0,76,,,0,51,,,0,51,,,0,51,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,127,,,0,127,,,0,102,,,0,76,,,0,76,,,0,76,,,0,76,,,0,51,,,0,127,,,0,127,,,0,127,,,0,102,,,0
USC00200230,1967,1,TMAX,6,,,0,6,,,0,11,,,0,11,,,0,-6,,,0,-11,,,0,50,,,0,-11,,,0,-17,,,0,-17,,,0,-33,,,0,33,,,0,50,,,0,33,,,0,17,,,0,-50,,,0,-50,,,0,-94,,,0,-61,,,0,33,,,0,61,,,0,78,,,0,150,,,0,144,,,0,150,,,0,6,,,0,-6,,,0,0,,,0,-11,,,0,17,,,0,11,,,0
USC00200230,1967,1,TMIN,-6,,,0,-33,,,0,-39,,,0,-78,,,0,-106,,,0,-72,,,0,-22,,,0,-22,,,0,-83,,,0,-56,,,0,-61,,,0,-33,,,0,-17,,,0,-22,,,0,-67,,,0,-133,,,0,-94,,,0,-206,,,0,-211,,,0,-83,,,0,-11,,,0,0,,,0,78,,,0,72,,,0,6,,,0,-17,,,0,-33,,,0,-33,,,0,-89,,,0,-100,,,0,-94,,,0
USC00200230,1967,1,TOBS,6,,,0,-28,,,0,11,,,0,-78,,,0,-28,,,0,-11,,,0,-22,,,0,-17,,,0,-33,,,0,-33,,,0,-33,,,0,17,,,0,33,,,0,17,,,0,-67,,,0,-50,,,0,-94,,,0,-111,,,0,-72,,,0,22,,,0,44,,,0,78,,,0,144,,,0,111,,,0,6,,,0,-17,,,0,-33,,,0,-11,,,0,-9999,,,,-44,,,0,11,,,0
USC00200230,1967,1,PRCP,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,13,,,0,51,,,0,0,T,,0,0,T,,0,0,,,0,0,T,,0,0,,,0,0,,,0,8,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,20,,,0,124,,,0,404,,,0,13,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,1,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,13,,,0,51,,,0,0,T,,0,0,T,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,76,,,0,356,,,0,8,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,1,SNWD,76,,,0,76,,,0,51,,,0,51,,,0,51,,,0,76,,,0,102,,,0,102,,,0,102,,,0,102,,,0,102,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,76,,,0,51,,,0,51,,,0,51,,,0,76,,,0,152,,,0,483,,,0,483,,,0,432,,,0,406,,,0,330,,,0
USC00200230,1967,2,TMAX,11,,,0,11,,,0,-44,,,0,22,,,0,22,,,0,-50,,,0,-78,,,0,-89,,,0,-6,,,0,33,,,0,28,,,0,-83,,,0,-33,,,0,89,,,0,83,,,0,78,,,0,-22,,,0,-22,,,0,17,,,0,17,,,0,-33,,,0,11,,,0,6,,,0,-78,,,0,-94,,,0,-44,,,0,0,,,0,0,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,2,TMIN,-9999,,,,-50,,,0,-111,,,0,-56,,,0,-61,,,0,-128,,,0,-194,,,0,-156,,,0,-94,,,0,-50,,,0,-83,,,0,-183,,,0,-111,,,0,-33,,,0,22,,,0,-133,,,0,-100,,,0,-106,,,0,-61,,,0,-33,,,0,-83,,,0,-78,,,0,-106,,,0,-167,,,0,-172,,,0,-161,,,0,-78,,,0,-67,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,2,TOBS,11,,,0,-50,,,0,-56,,,0,22,,,0,-50,,,0,-117,,,0,-100,,,0,-94,,,0,-6,,,0,28,,,0,-83,,,0,-111,,,0,-33,,,0,83,,,0,56,,,0,-78,,,0,-44,,,0,-44,,,0,17,,,0,-33,,,0,-56,,,0,6,,,0,-78,,,0,-128,,,0,-100,,,0,-50,,,0,0,,,0,-44,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,2,PRCP,18,,,0,155,,,0,0,,,0,0,,,0,48,,,0,8,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,18,,,0,0,T,,0,0,T,,0,46,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,25,,,0,33,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,2,SNOW,25,,,0,127,,,0,0,,,0,0,,,0,51,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,25,,,0,0,,,0,0,,,0,25,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,25,,,0,25,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,2,SNWD,279,,,0,406,,,0,381,,,0,381,,,0,406,,,0,406,,,0,381,,,0,381,,,0,330,,,0,330,,,0,305,,,0,279,,,0,305,,,0,279,,,0,254,,,0,254,,,0,203,,,0,203,,,0,178,,,0,178,,,0,178,,,0,152,,,0,127,,,0,127,,,0,127,,,0,127,,,0,152,,,0,152,,,0,-9999,,,,-9999,,,,-9999,,,
USC00200230,1967,3,TMAX,-50,,,0,67,,,0,61,,,0,44,,,0,0,,,0,22,,,0,17,,,0,-39,,,0,22,,,0,139,,,0,106,,,0,67,,,0,94,,,0,83,,,0,61,,,0,11,,,0,-28,,,0,-33,,,0,28,,,0,22,,,0,22,,,0,44,,,0,44,,,0,67,,,0,150,,,0,217,,,0,189,,,0,122,,,0,144,,,0,183,,,0,222,,,0
USC00200230,1967,3,TMIN,-167,,,0,-78,,,0,-11,,,0,-61,,,0,-39,,,0,-33,,,0,-72,,,0,-139,,,0,-100,,,0,0,,,0,56,,,0,-33,,,0,0,,,0,0,,,0,-22,,,0,-94,,,0,-133,,,0,-139,,,0,-94,,,0,-6,,,0,0,,,0,-11,,,0,0,,,0,-17,,,0,6,,,0,39,,,0,94,,,0,44,,,0,11,,,0,22,,,0,117,,,0
USC00200230,1967,3,TOBS,-67,,,0,56,,,0,44,,,0,-11,,,0,-6,,,0,-6,,,0,-44,,,0,-44,,,0,11,,,0,106,,,0,56,,,0,61,,,0,83,,,0,61,,,0,-6,,,0,-28,,,0,-72,,,0,-44,,,0,22,,,0,0,,,0,6,,,0,44,,,0,33,,,0,44,,,0,144,,,0,189,,,0,111,,,0,111,,,0,122,,,0,178,,,0,206,,,0
USC00200230,1967,3,PRCP,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,T,,0,5,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,15,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,69,,,0,119,,,0,0,,,0,0,T,,0,0,,,0,13,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,3,SNOW,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,15,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,64,,,0,114,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,3,SNWD,152,,,0,127,,,0,127,,,0,127,,,0,102,,,0,102,,,0,102,,,0,102,,,0,76,,,0,76,,,0,51,,,0,25,,,0,0,T,,0,0,T,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,76,,,0,178,,,0,152,,,0,127,,,0,76,,,0,76,,,0,0,T,,0,0,T,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,4,TMAX,206,,,0,244,,,0,217,,,0,100,,,0,183,,,0,167,,,0,78,,,0,128,,,0,211,,,0,211,,,0,94,,,0,94,,,0,133,,,0,206,,,0,206,,,0,194,,,0,233,,,0,111,,,0,150,,,0,139,,,0,183,,,0,183,,,0,89,,,0,72,,,0,122,,,0,106,,,0,128,,,0,172,,,0,128,,,0,200,,,0,-9999,,,
USC00200230,1967,4,TMIN,133,,,0,133,,,0,-22,,,0,-44,,,0,78,,,0,78,,,0,17,,,0,0,,,0,67,,,0,22,,,0,-28,,,0,-44,,,0,39,,,0,117,,,0,111,,,0,117,,,0,111,,,0,33,,,0,11,,,0,17,,,0,78,,,0,28,,,0,6,,,0,-6,,,0,-28,,,0,50,,,0,0,,,0,28,,,0,61,,,0,100,,,0,-9999,,,
USC00200230,1967,4,TOBS,150,,,0,206,,,0,-11,,,0,100,,,0,167,,,0,78,,,0,56,,,0,111,,,0,189,,,0,67,,,0,94,,,0,83,,,0,133,,,0,200,,,0,194,,,0,183,,,0,111,,,0,72,,,0,139,,,0,122,,,0,183,,,0,28,,,0,72,,,0,22,,,0,106,,,0,61,,,0,111,,,0,128,,,0,117,,,0,167,,,0,-9999,,,
USC00200230,1967,4,PRCP,114,,,0,180,,,0,94,,,0,0,,,0,0,T,,0,71,,,0,13,,,0,0,,,0,0,,,0,48,,,0,0,,,0,0,,,0,10,,,0,20,,,0,56,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,64,,,0,53,,,0,0,T,,0,81,,,0,0,,,0,0,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,-9999,,,
USC00200230,1967,5,TMAX,233,,,0,228,,,0,122,,,0,117,,,0,128,,,0,133,,,0,150,,,0,144,,,0,239,,,0,150,,,0,144,,,0,167,,,0,194,,,0,189,,,0,139,,,0,161,,,0,206,,,0,239,,,0,239,,,0,194,,,0,167,,,0,183,,,0,161,,,0,244,,,0,261,,,0,222,,,0,278,,,0,239,,,0,217,,,0,211,,,0,206,,,0
USC00200230,1967,5,TMIN,144,,,0,89,,,0,6,,,0,28,,,0,44,,,0,56,,,0,67,,,0,61,,,0,100,,,0,22,,,0,83,,,0,39,,,0,72,,,0,89,,,0,67,,,0,22,,,0,72,,,0,83,,,0,156,,,0,44,,,0,56,,,0,50,,,0,44,,,0,94,,,0,117,,,0,128,,,0,122,,,0,117,,,0,111,,,0,94,,,0,89,,,0
USC00200230,1967,5,TOBS,228,,,0,94,,,0,117,,,0,61,,,0,106,,,0,100,,,0,144,,,0,94,,,0,100,,,0,144,,,0,83,,,0,156,,,0,189,,,0,111,,,0,128,,,0,150,,,0,200,,,0,239,,,0,194,,,0,122,,,0,150,,,0,161,,,0,122,,,0,233,,,0,222,,,0,189,,,0,239,,,0,211,,,0,211,,,0,178,,,0,194,,,0
USC00200230,1967,5,PRCP,0,,,0,18,,,0,0,,,0,18,,,0,0,,,0,0,,,0,51,,,0,0,T,,0,0,,,0,130,,,0,0,,,0,0,,,0,0,,,0,0,,,0,13,,,0,0,,,0,15,,,0,0,,,0,0,T,,0,0,,,0,0,,,0,10,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,5,SNOW,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
USC00200230,1967,5,SNWD,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0
